Sola2-6_LSal_tp	Sola2-6_LSal_tp
Sola2-7_HMa_tp	Sola2-7_HMa_tp
Sola2-7_LMi_tp	Sola2-7_LMi_tp
Sola2-8_HMa_tp	Sola2-8_HMa_tp
Sola2-8_LMi_tp	Sola2-8_LMi_tp
Sola2-9_HMa_tp	Sola2-9_HMa_tp
Sola2-12_HMa_tp	Sola2-12_HMa_tp
Sola2-13_HM_tp	Sola2-13_HM_tp
Sola3-1_AA_tp	Sola3-1_AA_tp
Sola3-1_ADi_tp	Sola3-1_ADi_tp
Sola3-1_BF_tp	Sola3-1_BF_tp
Sola3-1_BF_tp	Sola3-2_BF_tp
Sola3-1_CapOwc_tp	Sola3-1_CapOwc_tp
Sola3-1_CB_tp	Sola3-1_CB_tp
Sola3-1_CCri_tp	Sola3-1_CCri_tp
Sola3-1_CGi_tp	Sola3-1_CGi_tp
Sola3-1_DPu_tp	Sola3-1_DPu_tp
Sola3-1_HM_tp	Sola3-1_HM_tp
Sola3-1_Lgigantea_tp	Sola3-1_Lgigantea_tp
Sola3-1_NV_tp	Sola3-1_NV_tp
Sola3-1_PS_tp	Sola3-1_PS_tp
Sola3-2_ADi_tp	Sola3-2_ADi_tp
Sola3-2_CB_tp	Sola3-2_CB_tp
Sola3-2_HM_tp	Sola3-2_HM_tp
Sola3-2_NV_tp	Sola3-2_NV_tp
Sola3-2_PS_tp	Sola3-2_PS_tp
Sola3-3_BF_tp	Sola3-3_BF_tp
Sola3-3_HM_tp	Sola3-3_HM_tp
Sola3-3_HM_tp	Sola3-4_HM_tp
Sola3-3_NV_tp	Sola3-3_NV_tp
Sola3-3_PS_tp	Sola3-3_PS_tp
Sola3-1_CR_tp	Sola3-1_CR_tp
Sola1-1_AA_tp	Sola1-1_AA_tp
Sola1-1_AC_tp	Sola1-1_AC_tp
Sola1-1_ACas_tp	Sola1-1_ACas_tp
Sola1-1_AP_tp	Sola1-1_AP_tp
Sola1-1_BM_tp	Sola1-1_BM_tp
Sola1-1_CCri_mt	Sola1-1_CCri_mt
Sola1-1_CCri_tp	Sola1-1_CCri_tp
Sola1-1_CS_tp	Sola1-1_CS_tp
