Merlin1_HS	Merlin1_HS
UN-15790046_Hsa	UN-15790046_Hsa
UN-21109571_Xax	UN-21109571_Xax
UN-23013242_Mma	UN-23013242_Mma
UN-30248752_Neu	UN-30248752_Neu
UN-33148872_Hdu	UN-33148872_Hdu
UN-33148872_Hdu	UN-46143253_Apl
UN-39582767_Cbr	UN-39582767_Cbr
UN-39582861_Cbr	UN-39582861_Cbr
UN-39591585_Cbr	UN-39591585_Cbr
UN-39598301_Cbr	UN-39598301_Cbr
UN-45914460_Mesorhizobium	UN-45914460_Mesorhizobium
UN-46156348_Hso	UN-46156348_Hso
UN-46156674_Hso	UN-46156674_Hso
UN-46156674_Hso	UN-33148876_Hdu
UN-46156674_Hso	UN-33148937_Hdu
UN-46578998_Dvu	UN-46578998_Dvu
UN-46578998_Dvu	UN-23474798_Dde
UN-54028461_Polaromonas	UN-54028461_Polaromonas
UN-54028461_Polaromonas	UN-56475703_Azoarcus
UN-54302505_Ppr	UN-54302505_Ppr
UN-55234192_Aga	UN-55234192_Aga
UN-56208014_Dre	UN-56208014_Dre
UN-58582464_Xor	UN-58582464_Xor
UN-58583728_Xor	UN-58583728_Xor
UN-58583728_Xor	UN-58583584_Xor
UN-58583728_Xor	UN-IS1595_Xca
UN-AF293351_Aal	UN-AF293351_Aal
UN-ISSod11_Son	UN-ISSod11_Son
UN-ISSpo3_Spo	UN-ISSpo3_Spo
UN-ISSpo8_Spo	UN-ISSpo8_Spo
UN-Merlin-1_XT	UN-Merlin-1_XT
Merlin1_CI	Merlin1_CI
Merlin1_SM	Merlin1_SM
Merlin1_SM	Merlin8_SM_1p
Merlin1_SM	Merlin9_SM_1p
Merlin1B_SM_1p	Merlin1B_SM_1p
Merlin2_SM	Merlin2_SM
Merlin3_SM	Merlin3_SM
Merlin4_SM	Merlin4_SM
Merlin5_SM_1p	Merlin5_SM_1p
Merlin6_SM_tp	Merlin6_SM_tp
Merlin7_SM_1p	Merlin7_SM_1p
Merlin10_SM_1p	Merlin10_SM_1p
Merlin-1_CGi_1p	Merlin-1_CGi_1p
Merlin-1_DF	Merlin-1_DF
Merlin-1_DT	Merlin-1_DT
Merlin-1_LSal	Merlin-1_LSal
Merlin-2_CGi_1p	Merlin-2_CGi_1p
Merlin-2_HMa	Merlin-2_HMa
Merlin-3_HMa	Merlin-3_HMa
Merlin-3_HMa	Merlin-5_HMa
Merlin-4_HMa	Merlin-4_HMa
Merlin-5_ROr	Merlin-5_ROr
Merlin-7_HMa	Merlin-7_HMa
Merlin-7_HMa	Merlin-6_HMa
