Transib2	Transib2
Transib2	Transib2_DP
Transib3	Transib3
Transib4	Transib4
Transib5	Transib5
Transib1_AA	Transib1_AA
Transib1_AG	Transib1_AG
Transib1_Dmoj	Transib1_Dmoj
Transib1_Dmoj	Transib1_Dwil
Transib1_Dmoj	Transib-4_DAn
Transib1_NVi	Transib1_NVi
Transib1_SP	Transib1_SP
Transib2_AG	Transib2_AG
Transib3_AG	Transib3_AG
Transib3_DP	Transib3_DP
Transib4_DP	Transib4_DP
Transib5_AA	Transib5_AA
Transib-1_CQ	Transib-1_CQ
Transib-1_DAn	Transib-1_DAn
Transib-1_DAn	Transib-1_DF
Transib-1_DAn	Transib1_DP
Transib-1_DAn	Transib-2_DW
Transib-1_DAn	Transib-5_DBi
Transib-1_LHu_1p	Transib-1_LHu_1p
Transib-2_DAn	Transib-2_DAn
Transib-2_DAn	Transib1
Transib-2_DBi	Transib-2_DBi
Transib-2_HM	Transib-2_HM
Transib-2_SIn_1p	Transib-2_SIn_1p
Transib-3_DAn	Transib-3_DAn
Transib-3_DAn	Transib-6_DBi
Transib-3_DBp	Transib-3_DBp
Transib-3_HM	Transib-3_HM
Transib-4_DBp	Transib-4_DBp
Transib-4_DBp	Transib-6_DBp
Transib-4_HM	Transib-4_HM
Transib-5_DAn	Transib-5_DAn
Transib-5_DBp	Transib-5_DBp
Transib-5_HM	Transib-5_HM
Transib-7_DAn	Transib-7_DAn
Transib-7_HM	Transib-7_HM
Transib-8_DAn	Transib-8_DAn
Transib-8_HM	Transib-8_HM
Transib-9_HM	Transib-9_HM
Transib-10_HM	Transib-10_HM
Transib-11_HM	Transib-11_HM
Transib-12_HM	Transib-12_HM
Transib-13_HM	Transib-13_HM
Transib-14_HM	Transib-14_HM
Transib-15_HM	Transib-15_HM
Transib-16_HM	Transib-16_HM
Transib-17_HM	Transib-17_HM
Transib-17_HM	Transib-6_HM
Transib-18_HM	Transib-18_HM
Transib-19_HM	Transib-19_HM
Transib-20_HM	Transib-20_HM
Transib-21_HMa	Transib-21_HMa
