MuDR-5_RC_tp	MuDR-5_RC_tp
MuDR-5_SBi	MuDR-5_SBi
MuDR-5_SBi	MuDR-7_ZM
MuDR-5_SBi	MuDR-8_ZM
MuDR-5_SBi	MuDR-4_ZM
MuDR-5_SBi	MuDR-5_ZM
MuDR-5_STu_tp	MuDR-5_STu_tp
MuDR-6_ALy_p2	MuDR-6_ALy_p2
MuDR-6_ALy_p2	MuDR-12_ALy_p2
MuDR-6_ALy_p2	Vandal8_p3
MuDR-6_ALy_tp	MuDR-6_ALy_tp
MuDR-6_ATr_p2	MuDR-6_ATr_p2
MuDR-6_ATr_tp	MuDR-6_ATr_tp
MuDR-6_CCri_tp	MuDR-6_CCri_tp
MuDR-6_FV_tp	MuDR-6_FV_tp
MuDR-6_HM	MuDR-6_HM
MuDR-6_PI_p2	MuDR-6_PI_p2
MuDR-6_RC	MuDR-6_RC
MuDR-6_SBi_p2	MuDR-6_SBi_p2
MuDR-6_SBi_p3	MuDR-6_SBi_p3
MuDR-6_SBi_tp	MuDR-6_SBi_tp
MuDR-6_TV	MuDR-6_TV
MuDR-7_ALy_p4	MuDR-7_ALy_p4
MuDR-7_CCri	MuDR-7_CCri
MuDR-7_CCri	MuDR-7B_CCri
MuDR-7_FV_tp	MuDR-7_FV_tp
MuDR-7_LSal	MuDR-7_LSal
MuDR-7_PI_p2	MuDR-7_PI_p2
MuDR-7_PI_p2	MuDR-9_PI_p2
MuDR-7_SBi	MuDR-7_SBi
MuDR-7_TV	MuDR-7_TV
MuDR-7_TV	MuDR-5_TV
MuDR-7_VV_tp	MuDR-7_VV_tp
MuDR-8_ATr_tp	MuDR-8_ATr_tp
MuDR-8_ATr_tp	MuDR-5_ATr_tp
MuDR-8_FV_tp	MuDR-8_FV_tp
MuDR-8_Mad_tp	MuDR-8_Mad_tp
MuDR-8_PI_p2	MuDR-8_PI_p2
MuDR-8_PI_tp	MuDR-8_PI_tp
MuDR-8_PI_tp	MuDR-2_PI_tp
MuDR-8_SBi	MuDR-8_SBi
MuDR-8_VV_tp	MuDR-8_VV_tp
MuDR-9_ATr_p2	MuDR-9_ATr_p2
MuDR-9_ATr_tp	MuDR-9_ATr_tp
MuDR-9_FV_tp	MuDR-9_FV_tp
MuDR-9_SBi_p2	MuDR-9_SBi_p2
MuDR-9_SBi_tp	MuDR-9_SBi_tp
MuDR-9_VV_tp	MuDR-9_VV_tp
MuDR-10_ATr	MuDR-10_ATr
MuDR-10_CCri	MuDR-10_CCri
MuDR-10_Mad_tp	MuDR-10_Mad_tp
MuDR-11_ALy_p1	MuDR-11_ALy_p1
MuDR-11_ALy_p1	MuDR-1_EPa
MuDR-11_ALy_p1	MuDR-10_ALy_p1
MuDR-11_ATr_tp	MuDR-11_ATr_tp
MuDR-11_PI_p2	MuDR-11_PI_p2
MuDR-11_PI_tp	MuDR-11_PI_tp
MuDR-11_SBi_tp	MuDR-11_SBi_tp
MuDR-11_SBi_tp	MUJITOS2_tp
MuDR-11N_VV_tp	MuDR-11N_VV_tp
MuDR-11N_VV_tp	MuDR-6_VV_tp
MuDR-12_ATr	MuDR-12_ATr
