Academ-1_Testu_tp	Academ-1_Testu_tp
Academ-2_Testu_tp	Academ-2_Testu_tp
UN-AcademH-2_PGr_p1	UN-AcademH-2_PGr_p1
UN-AcademH-6_PGr_p1	UN-AcademH-6_PGr_p1
UN-AcademH-6_PGr_p1	UN-AcademH-3_PGr_p1
Academ-1_AMi_tp	Academ-1_AMi_tp
Academ-1_AP_tp	Academ-1_AP_tp
Academ-1_CGi_tp	Academ-1_CGi_tp
Academ-1_CSa_tp	Academ-1_CSa_tp
Academ-1_CTe_tp	Academ-1_CTe_tp
Academ-1_DPu_tp	Academ-1_DPu_tp
Academ-1_GA_tp	Academ-1_GA_tp
Academ-1_HM_tp	Academ-1_HM_tp
Academ-1_NV_tp	Academ-1_NV_tp
Academ-1_SP_tp	Academ-1_SP_tp
Academ-2_CCri_2p	Academ-2_CCri_2p
Academ-2_SK_tp	Academ-2_SK_tp
Academ-3_CCri_2p	Academ-3_CCri_2p
Academ-4_CCri_2p	Academ-4_CCri_2p
Academ-4_SK_tp	Academ-4_SK_tp
Academ-5_CCri_2p	Academ-5_CCri_2p
Academ-5_SK_tp	Academ-5_SK_tp
Academ-6_CCri_2p	Academ-6_CCri_2p
Academ-6_CCri_2p	Academ-9_CCri_2p
Academ-7_CCri_2p	Academ-7_CCri_2p
Academ-7_SK_tp	Academ-7_SK_tp
Academ-11_CCri_2p	Academ-11_CCri_2p
Academ-1_PGr_p1	Academ-1_PGr_p1
AcademH-4_PGr_p1	AcademH-4_PGr_p1
AcademH-5_PGr_p1	AcademH-5_PGr_p1
Academ-2_CGi_p1	Academ-2_CGi_p1
