Kolobok-1_DR_tp	Kolobok-1_DR_tp
Kolobok1-1_TCa_tp	Kolobok1-1_TCa_tp
Kolobok-1_AA	Kolobok-1_AA
Kolobok-2_AA	Kolobok-2_AA
Kolobok-1_CCri_tp	Kolobok-1_CCri_tp
KolobokH-1_RIr	KolobokH-1_RIr
KolobokH-1_RIr	KolobokH-1A_RIr
KolobokH-2_RIr	KolobokH-2_RIr
KolobokH-3_RIr	KolobokH-3_RIr
KolobokH-4_RIr	KolobokH-4_RIr
Kolobok1-1_NV_tp	Kolobok1-1_NV_tp
Kolobok1-1_SP_tp	Kolobok1-1_SP_tp
Kolobok1-2_NV_tp	Kolobok1-2_NV_tp
Kolobok-1_Aplcal	Kolobok-1_Aplcal
Kolobok-1_DBp_tp	Kolobok-1_DBp_tp
Kolobok-1_FraCyl_p1	Kolobok-1_FraCyl_p1
Kolobok-1_FraCyl_p2	Kolobok-1_FraCyl_p2
Kolobok-1_FraCyl_tp	Kolobok-1_FraCyl_tp
Kolobok-1_LMi_tp	Kolobok-1_LMi_tp
Kolobok-1_MicRcc299	Kolobok-1_MicRcc299
Kolobok-1_NVi_tp	Kolobok-1_NVi_tp
Kolobok-1_SIn_tp	Kolobok-1_SIn_tp
Kolobok-2_Aplcal	Kolobok-2_Aplcal
Kolobok-2_HM_tp	Kolobok-2_HM_tp
Kolobok-2_HM_tp	Kolobok-21_HMa_tp
Kolobok-3_Aplcal	Kolobok-3_Aplcal
Kolobok-3_HM_tp	Kolobok-3_HM_tp
Kolobok-3_HM_tp	Kolobok1-1_HM_tp
Kolobok-3_HM_tp	Kolobok-10_HM_tp
Kolobok-4_HM_tp	Kolobok-4_HM_tp
Kolobok-4_LMi_tp	Kolobok-4_LMi_tp
Kolobok-5_HM_tp	Kolobok-5_HM_tp
Kolobok-8_HM_tp	Kolobok-8_HM_tp
Kolobok-11_HM_tp	Kolobok-11_HM_tp
Kolobok-12_HM_tp	Kolobok-12_HM_tp
Kolobok-13_HM_tp	Kolobok-13_HM_tp
Kolobok-13_HM_tp	Kolobok-7_HM_tp
Kolobok-13_HM_tp	Kolobok-9_HM_tp
Kolobok-13_HM_tp	Kolobok-16_HM_tp
Kolobok-14_HM_tp	Kolobok-14_HM_tp
Kolobok-15_HM_tp	Kolobok-15_HM_tp
Kolobok-17_HM_tp	Kolobok-17_HM_tp
Kolobok-18_HM_tp	Kolobok-18_HM_tp
Kolobok-19_HMa_tp	Kolobok-19_HMa_tp
Kolobok-20_HMa_tp	Kolobok-20_HMa_tp
Kolobok-23_HMa_tp	Kolobok-23_HMa_tp
Kolobok-24_HMa_tp	Kolobok-24_HMa_tp
Kolobok-1_AP_tp	Kolobok-1_AP_tp
Kolobok-1_BF_tp	Kolobok-1_BF_tp
Kolobok-1_CB_tp	Kolobok-1_CB_tp
Kolobok-1_CS_tp	Kolobok-1_CS_tp
Kolobok-1_NaeGru_tp	Kolobok-1_NaeGru_tp
Kolobok-1_NV_tp	Kolobok-1_NV_tp
Kolobok-1_TV_tp	Kolobok-1_TV_tp
Kolobok-1_XT_tp	Kolobok-1_XT_tp
Kolobok-1_XT_tp	Kolobok-2_XT_tp
Kolobok-2_BF_p2	Kolobok-2_BF_p2
Kolobok-2_BF_tp	Kolobok-2_BF_tp
Kolobok-2_TV_tp	Kolobok-2_TV_tp
Kolobok-3_TV_tp	Kolobok-3_TV_tp
Kolobok-4_TV_tp	Kolobok-4_TV_tp
Kolobok-5_TV_tp	Kolobok-5_TV_tp
Kolobok1-1_TCa_ex	Kolobok1-1_TCa_ex
