Looper_tp	Looper_tp
UN-13324604_NH	UN-13324604_NH
UN-14210514_HSgene	UN-14210514_HSgene
UN-21355395_DM	UN-21355395_DM
UN-24653084_DM	UN-24653084_DM
UN-25777744_HSgene	UN-25777744_HSgene
UN-25777746_HSgene	UN-25777746_HSgene
UN-31203561_AG	UN-31203561_AG
UN-31207297_AG	UN-31207297_AG
UN-31240001_AG	UN-31240001_AG
UN-39645706_HSgene	UN-39645706_HSgene
UN-46123137_GZ	UN-46123137_GZ
UN-47209776_TN	UN-47209776_TN
UN-47226729_TN	UN-47226729_TN
UN-47230770_TN	UN-47230770_TN
UN-50741428_GGgene	UN-50741428_GGgene
UN-50741428_GGgene	UN-25777750_MMgene
UN-50741428_GGgene	UN-37650829_DR
UN-IFP2_tp	UN-IFP2_tp
UN-PiggyBac2_Api	UN-PiggyBac2_Api
UN-PiggyBac3_Api	UN-PiggyBac3_Api
UN-PiggyBac5_Api	UN-PiggyBac5_Api
UN-piggyBac-1_MelSac	UN-piggyBac-1_MelSac
UN-piggyBac-1_MelSac	UN-PiggyBac1_Api
UN-Pokey1_HM	UN-Pokey1_HM
UN-Uribo1_HM	UN-Uribo1_HM
UN-Uribo2_HM	UN-Uribo2_HM
UN-Uribo3_HM	UN-Uribo3_HM
UN-Yabusame_BM_tp	UN-Yabusame_BM_tp
AvPB2_tp	AvPB2_tp
AvPB2_tp	AVPB1_tp
Leapfrog1_EI_tp	Leapfrog1_EI_tp
PiggyB2_SM	PiggyB2_SM
PiggyB_SM_tp	PiggyB_SM_tp
PiggyBac1_AG_tp	PiggyBac1_AG_tp
PiggyBac1_CI_tp	PiggyBac1_CI_tp
piggyBac1_Mm	piggyBac1_Mm
piggyBac2_Mm	piggyBac2_Mm
piggyBac-1_AAe_tp	piggyBac-1_AAe_tp
piggyBac-1_AMi_tp	piggyBac-1_AMi_tp
piggyBac-1_BF_tp	piggyBac-1_BF_tp
piggyBac-1_CGi_tp	piggyBac-1_CGi_tp
piggyBac-1_DAn_tp	piggyBac-1_DAn_tp
piggyBac-1_DAn_tp	piggyBac-2_DBp_tp
piggyBac-1_DPu_tp	piggyBac-1_DPu_tp
piggyBac-1_DPu_tp	UN-Pokey_DP_tp
piggyBac-1_DW_tp	piggyBac-1_DW_tp
PiggyBac-1_HM	PiggyBac-1_HM
PiggyBac-1_NV	PiggyBac-1_NV
piggyBac-1_SIn_tp	piggyBac-1_SIn_tp
PiggyBac-1_SM	PiggyBac-1_SM
PiggyBac-1_XT	PiggyBac-1_XT
PiggyBac-1_XT	PiggyBac-2_XT
piggyBac-2_CGi	piggyBac-2_CGi
PiggyBac-2_HM	PiggyBac-2_HM
PiggyBac-2_HM	piggyBac-3_DBp_tp
PiggyBac-2_HM	piggyBac-2_DEu_tp
PiggyBac-2_NV	PiggyBac-2_NV
PiggyBac-2_SM	PiggyBac-2_SM
piggyBac-3_BF_tp	piggyBac-3_BF_tp
piggyBac-3_BF_tp	piggyBac-2_BF_tp
piggyBac-3_CGi	piggyBac-3_CGi
PiggyBac-3_HM	PiggyBac-3_HM
PiggyBac-3_NV	PiggyBac-3_NV
PiggyBac-3_SM	PiggyBac-3_SM
piggyBac-4_BF	piggyBac-4_BF
piggyBac-4_CGi	piggyBac-4_CGi
PiggyBac-4_HM	PiggyBac-4_HM
PiggyBac-4_SM	PiggyBac-4_SM
PiggyBac-4_SM	PiggyBac-11_SM
PiggyBac-5_HM	PiggyBac-5_HM
piggyBac-5_PI	piggyBac-5_PI
PiggyBac-5_SM	PiggyBac-5_SM
PiggyBac-6_HM	PiggyBac-6_HM
piggyBac-6_PI	piggyBac-6_PI
piggyBac-6_PR_2p	piggyBac-6_PR_2p
PiggyBac-6_SM	PiggyBac-6_SM
PiggyBac-7_SM	PiggyBac-7_SM
PiggyBac-7_SM	PiggyBac-8_SM
PiggyBac-7_SM	PiggyBac-10_SM
piggyBac-8_PI	piggyBac-8_PI
PiggyBac-9_SM	PiggyBac-9_SM
PiggyBac-12_SM	PiggyBac-12_SM
PiggyBac-13_SM	PiggyBac-13_SM
PiggyBac-14_SM	PiggyBac-14_SM
PiggyBac-15_SM	PiggyBac-15_SM
piggyBac-16_SM	piggyBac-16_SM
piggyBac-16_SM	PiggyBac-1_BM
piggyBac-16_SM	piggyBac-17_SM
piggyBac-19_SM	piggyBac-19_SM
piggyBac-22_SM	piggyBac-22_SM
Pokey_Cis_tp	Pokey_Cis_tp
piggyBacA-1_DD_tp	piggyBacA-1_DD_tp
piggyBacA-1_DPur_tp	piggyBacA-1_DPur_tp
piggyBacA-1_NGr_tp	piggyBacA-1_NGr_tp
Piggybac-1_CCri_tp	Piggybac-1_CCri_tp
piggyBac-1_EL_tp	piggyBac-1_EL_tp
piggyBac-1_Hmel_tp	piggyBac-1_Hmel_tp
piggyBac-1_LG_tp	piggyBac-1_LG_tp
piggyBac-1_LVa_tp	piggyBac-1_LVa_tp
piggyBac-1_tp	piggyBac-1_tp
piggyBac-2_CCri_tp	piggyBac-2_CCri_tp
piggyBac-2_Hmel_tp	piggyBac-2_Hmel_tp
piggyBac-2_LMi_tp	piggyBac-2_LMi_tp
piggyBac-2_LMi_tp	piggyBac-1_LSal_tp
piggyBac-2_PTric_tp	piggyBac-2_PTric_tp
piggyBac-3_CCri_tp	piggyBac-3_CCri_tp
piggyBac-3_CCri_tp	piggyBac-8_CCri_tp
piggyBac-3_LMi_tp	piggyBac-3_LMi_tp
piggyBac-3_SSa_tp	piggyBac-3_SSa_tp
